Date,DayOfWeek,Month,Year,Is_Weekend,Is_Holiday,Product_ID,Category,Base_Price,Discount_Percentage,Current_Price,Store_ID,Store_Type,Competitor_Price,Footfall_Index,Avg_Temperature,Rainfall_mm,Social_Media_Sentiment,Lead_Time_Days,Safety_Stock_Level,Stock_On_Hand,Daily_Units_Sold
4/6/2023,3,4,2023,0,0,1012,Home,121.61,0.29,86.34,12,Urban,124.73,110.4,31.4,1.2,0.15,5,112,66,125
8/21/2023,0,8,2023,0,0,1016,Beauty,466.59,0.18,382.6,10,Urban,488.44,195.1,3.7,7.9,0.99,5,26,196,96
6/29/2023,3,6,2023,0,0,1008,Electronics,430.45,0.29,305.62,14,Urban,440.86,141.7,28.2,14.8,0.64,11,99,245,84
4/23/2023,6,4,2023,1,0,1007,Electronics,356.34,0.17,295.76,2,Rural,389.78,159.3,23.4,11.1,0.57,6,124,295,99
11/14/2023,1,11,2023,0,0,1019,Beauty,243.7,0.04,233.95,3,Urban,228.95,101.7,33.5,1.9,0.52,5,95,99,90
2/21/2023,1,2,2023,0,0,1017,Clothing,262.56,0.5,131.28,9,Rural,286.25,150.5,17.9,2.6,0.02,5,112,177,115
9/25/2023,0,9,2023,0,0,1012,Grocery,487.75,0.06,458.48,11,Urban,491.49,88.7,-1.6,8.3,0.94,13,91,114,65
10/22/2023,6,10,2023,1,0,1015,Clothing,483.06,0.04,463.74,11,Urban,499.67,86.8,18.9,4.5,0.64,8,135,167,23
4/23/2023,6,4,2023,1,0,1008,Electronics,111.56,0.44,62.47,10,Urban,102.62,157.2,22.5,4,0.09,6,47,118,139
4/11/2023,1,4,2023,0,0,1011,Beauty,406.5,0.15,345.52,14,Rural,396.79,128.2,3.8,13.1,0.02,2,101,485,77
4/23/2023,6,4,2023,1,0,1011,Beauty,102.64,0.33,68.77,9,Rural,108.17,152.5,10.8,3.8,0.05,4,72,164,145
3/22/2023,2,3,2023,0,0,1005,Clothing,110.7,0.16,92.99,20,Urban,115.28,90.4,18.9,3.6,0.61,4,179,218,112
7/6/2023,3,7,2023,0,0,1018,Clothing,339.67,0.2,271.74,10,Urban,308.43,139.8,10,0.2,0.61,5,145,196,117
4/23/2023,6,4,2023,1,0,1006,Grocery,205.48,0.13,178.77,9,Urban,207.39,116.6,10,0.4,0.5,6,39,400,100
1/2/2023,0,1,2023,0,0,1002,Home,466.11,0.17,386.87,5,Rural,427.73,139.5,0.3,0,0.31,11,73,317,67
5/10/2023,2,5,2023,0,0,1015,Home,49.06,0.21,38.76,8,Rural,53.93,93.6,32.6,12.2,0.53,5,18,485,127
8/8/2023,1,8,2023,0,1,1017,Grocery,258.21,0.36,165.25,11,Urban,278.73,157.3,25,2.6,0.52,14,66,236,121
2/23/2023,3,2,2023,0,0,1015,Home,459.67,0.26,340.16,1,Rural,415.64,170.9,-5,3.2,0.02,14,116,168,97
12/9/2023,5,12,2023,1,0,1006,Electronics,452.54,0.47,239.85,10,Urban,485,89,25.6,9.3,0.28,11,196,75,89
8/12/2023,5,8,2023,1,0,1003,Home,82.48,0.02,80.83,1,Urban,89.4,95.1,24.6,4.7,0.05,6,104,425,121
8/13/2023,6,8,2023,1,0,1007,Grocery,186.49,0.25,139.87,7,Rural,181.03,149.2,-4.6,4.7,0.9,8,84,286,148
5/6/2023,5,5,2023,1,0,1012,Home,311.47,0.29,221.14,14,Urban,325.14,154.3,9.8,1.8,0.73,4,14,32,115
5/10/2023,2,5,2023,0,0,1012,Beauty,83.9,0.46,45.31,5,Urban,82.93,155.6,19.3,9,1,11,104,298,156
2/22/2023,2,2,2023,0,1,1016,Clothing,484.17,0.02,474.49,17,Urban,499.2,152.4,13.1,0.9,0.3,3,13,348,73
6/21/2023,2,6,2023,0,0,1016,Electronics,457.8,0.29,325.04,6,Urban,443.18,108.9,26.1,0.3,0.88,9,17,229,89
8/6/2023,6,8,2023,1,0,1004,Beauty,87.64,0.43,49.95,16,Rural,84.53,109.2,12,1.1,0.6,3,179,194,128
6/9/2023,4,6,2023,0,0,1005,Beauty,64.97,0.12,57.17,11,Rural,63.99,88.2,1.2,1.6,0.45,11,172,293,115
7/17/2023,0,7,2023,0,0,1018,Grocery,47.28,0.44,26.48,10,Rural,43.93,73.5,34.1,1.7,0.22,8,150,296,130
9/4/2023,0,9,2023,0,0,1012,Clothing,455.17,0.01,450.62,15,Urban,485.31,153.9,4.7,5.6,0.74,10,142,373,59
11/20/2023,0,11,2023,0,0,1013,Clothing,100.84,0.37,63.53,7,Urban,97.79,64,23.7,1.2,0.9,12,49,446,119
7/22/2023,5,7,2023,1,0,1003,Electronics,211.06,0.47,111.86,2,Urban,206.85,190.7,0.7,5.6,0.24,5,28,423,146
7/3/2023,0,7,2023,0,0,1006,Grocery,227.18,0.33,152.21,12,Urban,245.08,174,8.2,0.5,0.18,9,91,413,125
5/3/2023,2,5,2023,0,0,1007,Electronics,301.51,0.22,235.18,19,Rural,301.31,178.6,12.7,0.8,0.7,3,134,430,135
9/12/2023,1,9,2023,0,0,1012,Home,40.51,0.02,39.7,12,Rural,40.87,186,2.7,3.6,0.98,10,13,277,142
10/21/2023,5,10,2023,1,1,1005,Beauty,117.25,0.46,63.32,16,Urban,127.95,111.3,13,12.7,0.75,10,137,229,145
10/7/2023,5,10,2023,1,0,1005,Electronics,466.09,0.24,354.23,6,Rural,502.14,177,1.3,9.8,0.28,8,196,95,90
11/21/2023,1,11,2023,0,0,1002,Beauty,454.66,0.01,450.11,3,Rural,424.6,73.7,17.4,17.3,0.42,14,155,382,53
4/8/2023,5,4,2023,1,0,1002,Grocery,391.74,0.34,258.55,2,Urban,389.64,53.2,21.5,5.3,0.38,13,161,438,74
7/17/2023,0,7,2023,0,1,1012,Home,14.6,0.24,11.1,20,Rural,15.98,167.7,-2.5,5.6,0.85,13,116,170,163
8/28/2023,0,8,2023,0,1,1001,Grocery,166.87,0.06,156.86,5,Urban,162.61,61.2,29.8,4.9,0.77,7,102,316,102
5/24/2023,2,5,2023,0,0,1015,Home,315.84,0.11,281.1,11,Urban,307.73,198.3,2.4,4.9,0.59,12,40,329,108
4/7/2023,4,4,2023,0,0,1005,Home,141.22,0.03,136.98,3,Urban,132.61,151.2,4,0.8,0.27,7,67,31,117
7/20/2023,3,7,2023,0,0,1007,Beauty,455.25,0.29,323.23,3,Urban,420.13,163,21.5,3.9,0.94,14,37,490,101
5/4/2023,3,5,2023,0,0,1007,Grocery,318.78,0.31,219.96,5,Urban,334.1,86.9,13.8,2.4,0.65,11,146,387,111
7/6/2023,3,7,2023,0,0,1005,Grocery,40.59,0.25,30.44,11,Urban,42.78,151.1,15,2.9,0.97,10,182,476,153
11/22/2023,2,11,2023,0,0,1013,Electronics,454.96,0.41,268.43,3,Urban,497.64,56.5,0.1,3.7,0.58,9,99,44,67
12/15/2023,4,12,2023,0,0,1002,Grocery,479.09,0.43,273.08,13,Rural,505.29,175.7,27.2,0.7,0.82,12,58,71,110
9/16/2023,5,9,2023,1,0,1009,Electronics,43.47,0.31,29.99,8,Rural,41.24,75.4,19.7,2.2,0.81,8,120,19,137
5/28/2023,6,5,2023,1,0,1002,Clothing,268.52,0.01,265.83,20,Rural,243.82,154.6,0.4,0.3,0.34,3,11,238,122
9/9/2023,5,9,2023,1,0,1011,Clothing,155.17,0.35,100.86,10,Urban,170.24,83.7,10,19.5,0.96,14,15,198,121
12/12/2023,1,12,2023,0,0,1016,Clothing,199.46,0.21,157.57,2,Urban,193.1,60.3,27.4,0.6,0.02,13,38,64,111
5/27/2023,5,5,2023,1,0,1004,Grocery,93.93,0.28,67.63,4,Urban,90.4,122.2,17.7,1.5,0.77,6,163,187,148
5/28/2023,6,5,2023,1,0,1019,Grocery,291.15,0.32,197.98,18,Urban,314.79,75.4,-0.7,11.1,0.97,11,165,88,97
12/18/2023,0,12,2023,0,0,1008,Electronics,479.2,0.18,392.94,19,Urban,487.36,159.4,9.9,3.3,0.34,6,16,409,70
7/18/2023,1,7,2023,0,0,1019,Home,254.02,0.46,137.17,4,Rural,239.53,85.6,4.7,0.7,0.65,5,43,200,91
11/4/2023,5,11,2023,1,1,1006,Electronics,46.04,0.07,42.82,20,Rural,49.62,101.4,15.7,2.4,0.56,3,193,22,139
5/8/2023,0,5,2023,0,0,1003,Clothing,311.9,0.34,205.85,9,Rural,342.68,135.1,28.7,0.6,0.76,9,147,295,125
2/8/2023,2,2,2023,0,0,1012,Electronics,173.41,0,173.41,16,Urban,159.08,92.7,12.5,1.1,0.87,7,121,129,110
12/4/2023,0,12,2023,0,0,1012,Home,428.68,0.46,231.49,6,Urban,459.74,106.7,12.3,0.3,0.6,4,66,153,105
12/26/2023,1,12,2023,0,0,1009,Grocery,220.17,0.06,206.96,4,Rural,215.35,172.3,31.2,2.9,0.82,6,184,77,130
5/9/2023,1,5,2023,0,0,1017,Electronics,100.46,0.05,95.44,9,Urban,100.94,76.9,18,8.2,0.31,5,36,189,122
9/24/2023,6,9,2023,1,0,1016,Clothing,99.6,0.17,82.67,13,Urban,107.86,62.3,17.6,4.4,0.23,1,48,299,101
5/31/2023,2,5,2023,0,1,1019,Clothing,385.54,0.19,312.29,9,Urban,422.04,99.3,5.5,4.7,0.43,2,159,414,84
10/25/2023,2,10,2023,0,0,1019,Grocery,136.47,0.11,121.46,6,Urban,129.98,113.7,19.3,1.1,0.68,1,128,153,142
4/9/2023,6,4,2023,1,1,1012,Electronics,384.78,0.29,273.19,19,Urban,362.68,131.4,18,2.1,0.19,9,156,112,119
9/20/2023,2,9,2023,0,0,1016,Home,106.91,0.22,83.39,14,Rural,97.94,105.9,10.9,9.3,0.68,9,109,338,142
9/9/2023,5,9,2023,1,0,1003,Grocery,164.23,0.02,160.95,15,Rural,166.26,168.5,34.6,0.5,0.39,5,18,485,132
5/24/2023,2,5,2023,0,1,1000,Electronics,235.42,0.16,197.75,3,Urban,212.52,55.9,30.3,9.8,0.8,8,156,116,83
12/12/2023,1,12,2023,0,0,1000,Beauty,471.88,0.41,278.41,5,Urban,463.57,114.8,25,3.3,0.04,10,11,4,71
4/22/2023,5,4,2023,1,0,1014,Clothing,466.21,0.34,307.7,18,Rural,426.43,107.3,16.5,9.1,0.67,4,101,376,87
3/1/2023,2,3,2023,0,0,1012,Home,107.4,0.36,68.74,14,Urban,105.36,147.1,13.5,1.9,0.65,1,198,325,161
1/2/2023,0,1,2023,0,0,1016,Home,182.32,0.35,118.51,16,Urban,165.54,194.9,2.4,2.1,0.94,13,68,34,148
10/31/2023,1,10,2023,0,0,1007,Home,78.95,0.16,66.32,14,Urban,84.24,126.6,7.2,7,0.71,13,80,271,140
9/11/2023,0,9,2023,0,0,1017,Clothing,257.44,0.05,244.57,9,Urban,242.5,198,26,7.7,0.8,4,79,158,135
5/20/2023,5,5,2023,1,0,1012,Electronics,232.99,0.14,200.37,15,Rural,224.99,95.3,13.1,1.3,0.9,7,170,209,78
2/6/2023,0,2,2023,0,0,1013,Grocery,450.88,0.42,261.51,7,Rural,484.25,54.6,30.3,18,0.68,11,34,13,67
6/9/2023,4,6,2023,0,0,1007,Electronics,465.35,0.49,237.33,14,Urban,488.27,74.8,0.9,0.4,0.29,2,79,24,100
1/9/2023,0,1,2023,0,0,1007,Grocery,194.87,0.25,146.15,6,Urban,183.92,109.3,15.3,0.4,0.87,2,165,334,131
8/21/2023,0,8,2023,0,0,1014,Home,248.41,0,248.41,15,Urban,227.14,97.5,20.9,4.5,0.75,6,155,217,105
4/9/2023,6,4,2023,1,0,1012,Electronics,448.64,0.07,417.24,20,Urban,467.99,64.6,15.7,6.4,0.42,9,72,253,39
5/27/2023,5,5,2023,1,0,1006,Home,404.32,0.16,339.63,8,Rural,395.48,114.9,30.6,16.2,0.71,3,58,483,100
10/31/2023,1,10,2023,0,1,1004,Beauty,6.81,0.29,4.84,2,Rural,7.17,100.7,34.6,2.6,0.87,7,132,202,138
7/27/2023,3,7,2023,0,0,1016,Home,163.43,0.04,156.89,8,Urban,161.64,68.4,-0.4,0.1,0.98,10,133,100,109
5/11/2023,3,5,2023,0,0,1015,Home,213.78,0.47,113.3,1,Rural,207.2,94.4,0.2,4.6,0.95,14,49,360,131
6/1/2023,3,6,2023,0,0,1001,Grocery,118.71,0.18,97.34,17,Rural,117.55,183,0.2,1.7,0.33,9,94,228,150
2/23/2023,3,2,2023,0,0,1017,Beauty,103.79,0.46,56.05,19,Rural,108.95,95.3,22.2,2.8,0.42,11,96,198,130
4/30/2023,6,4,2023,1,1,1016,Home,23.7,0.39,14.46,5,Urban,25.61,157.1,9.9,3.4,0.11,13,89,401,149
6/10/2023,5,6,2023,1,0,1006,Home,323.47,0.38,200.55,20,Urban,294.34,141.8,24.3,0.3,0.25,9,13,177,93
4/26/2023,2,4,2023,0,0,1012,Beauty,134.94,0.3,94.46,16,Rural,135.59,114.1,11.2,3.3,0.88,11,43,275,133
3/16/2023,3,3,2023,0,0,1017,Beauty,30.91,0.31,21.33,7,Urban,28.02,85.9,20.1,2.8,0.36,4,14,311,107
4/23/2023,6,4,2023,1,0,1013,Electronics,119.33,0.32,81.14,7,Rural,118.58,105.4,25.8,6.2,0.62,2,159,129,138
4/14/2023,4,4,2023,0,0,1017,Grocery,401.95,0.31,277.35,18,Rural,432.92,138.8,16.9,5.2,0.67,1,157,409,89
12/6/2023,2,12,2023,0,0,1012,Beauty,426.49,0.28,307.07,18,Rural,414.68,102.6,16.6,1,0.78,6,112,278,83
9/11/2023,0,9,2023,0,0,1010,Beauty,244.12,0.49,124.5,2,Urban,265.23,82.2,-1.5,1.2,0.18,5,184,287,98
8/15/2023,1,8,2023,0,0,1015,Clothing,210.95,0.37,132.9,15,Rural,216.46,67.5,11.4,1.4,0.3,6,43,140,105
4/22/2023,5,4,2023,1,0,1016,Beauty,489.04,0.39,298.31,14,Urban,531.5,182,16.8,1,0.45,7,181,12,101
4/9/2023,6,4,2023,1,0,1007,Grocery,104.28,0.44,58.4,18,Rural,109.64,116,13.5,5.4,0.36,9,15,400,137
6/2/2023,4,6,2023,0,0,1018,Home,111.6,0.11,99.32,9,Urban,102.75,143.8,31,26,0.98,10,193,216,144
12/15/2023,4,12,2023,0,1,1019,Home,149.47,0.04,143.49,14,Urban,141.43,123.6,31.3,5.3,0.83,10,38,185,125
12/4/2023,0,12,2023,0,0,1014,Home,90.51,0.24,68.79,5,Rural,88.59,180.9,27.9,4.7,0.48,11,62,469,154
7/13/2023,3,7,2023,0,1,1008,Home,192.79,0.26,142.66,11,Urban,180.07,132,10,2.6,0.88,6,10,26,116
11/6/2023,0,11,2023,0,0,1019,Clothing,455.86,0.41,268.96,8,Urban,455.4,122.1,23.7,1.9,0.35,6,68,400,78
6/12/2023,0,6,2023,0,0,1009,Beauty,309.6,0.22,241.49,5,Rural,307.83,188.7,10.8,12.1,0.79,13,185,217,138
7/27/2023,3,7,2023,0,0,1011,Home,208.91,0.29,148.33,11,Urban,227.97,158,4.3,17.4,0.22,3,16,421,106
6/18/2023,6,6,2023,1,0,1019,Electronics,467.53,0.26,345.97,5,Rural,461.33,66.7,8.7,3.4,0.77,13,169,13,92
6/10/2023,5,6,2023,1,0,1000,Home,28.99,0.02,28.41,17,Urban,30.65,76.7,-2.2,1.7,0.46,8,87,141,130
3/9/2023,3,3,2023,0,0,1019,Beauty,109.09,0.31,75.27,4,Rural,118.73,168.1,8.3,7.4,0.11,9,198,395,129
10/16/2023,0,10,2023,0,0,1008,Home,285.11,0.41,168.21,15,Rural,306.61,175.4,13.4,0.7,0.27,1,194,324,132
10/4/2023,2,10,2023,0,0,1014,Clothing,309.7,0.08,284.92,19,Urban,291.65,131.8,33.2,7.3,0.4,6,60,484,84
10/31/2023,1,10,2023,0,0,1000,Grocery,24.58,0.3,17.21,2,Urban,24.56,133.2,7.5,8.5,0.75,7,156,323,154
5/15/2023,0,5,2023,0,0,1011,Grocery,204.5,0.3,143.15,17,Urban,198.27,144.8,31.1,0.7,0.07,11,36,54,128
7/14/2023,4,7,2023,0,0,1002,Beauty,326.33,0.08,300.22,12,Urban,319.79,115.9,4.2,18.8,0.66,8,72,190,95
5/8/2023,0,5,2023,0,0,1010,Grocery,350.54,0.06,329.51,17,Urban,340.78,152,2.6,21.2,0.72,12,197,284,98
2/2/2023,3,2,2023,0,0,1001,Grocery,320.88,0.49,163.65,10,Rural,341.82,66.3,15.8,13.8,0.65,10,70,88,106
6/25/2023,6,6,2023,1,0,1015,Electronics,163.68,0.2,130.94,18,Urban,162.11,194.2,21.9,3.4,0.76,11,70,44,152
1/22/2023,6,1,2023,1,1,1008,Beauty,51.29,0.11,45.65,19,Urban,51.53,162.5,-3.2,1.4,0.18,8,135,131,156
8/26/2023,5,8,2023,1,0,1014,Beauty,216.42,0.09,196.94,18,Rural,237.3,144.7,3.8,4.4,0.59,7,54,497,110
6/7/2023,2,6,2023,0,0,1011,Grocery,68.73,0.33,46.05,13,Urban,62.68,97.4,13.2,2.7,0.94,8,158,399,153
2/7/2023,1,2,2023,0,1,1000,Grocery,474.07,0.3,331.85,14,Urban,472.93,74.1,8.2,1.2,0.61,11,181,497,66
8/18/2023,4,8,2023,0,0,1012,Grocery,240.21,0.32,163.34,16,Urban,253.38,111.4,23.5,2.8,0.61,9,138,65,114
12/31/2023,6,12,2023,1,0,1013,Clothing,162.04,0.04,155.56,18,Urban,150.73,149.2,15.4,5.5,0.74,10,104,278,130
2/20/2023,0,2,2023,0,0,1007,Home,384.32,0.45,211.38,18,Rural,392.89,145.1,1.4,0.4,0.33,7,100,323,113
9/21/2023,3,9,2023,0,0,1007,Clothing,251.48,0.19,203.7,16,Rural,238.38,107.4,30.8,2,0.7,3,53,147,116
10/10/2023,1,10,2023,0,0,1011,Beauty,158.47,0.16,133.11,17,Urban,170.11,142,6.7,0.1,0.92,9,71,144,124
1/27/2023,4,1,2023,0,0,1000,Electronics,406.92,0.23,313.33,7,Urban,392.85,172.1,24.2,6.9,0.01,1,70,435,88
8/14/2023,0,8,2023,0,0,1010,Home,434.24,0.2,347.39,12,Urban,419.39,53.9,26.2,5.1,0.87,14,88,5,65
10/4/2023,2,10,2023,0,0,1007,Electronics,338.14,0.43,192.74,2,Urban,344.78,117.6,33.5,0.3,0.22,8,98,81,105
10/13/2023,4,10,2023,0,1,1009,Beauty,28.25,0.46,15.26,10,Rural,26.46,163.8,14.9,16.7,0.46,6,121,467,152
4/7/2023,4,4,2023,0,0,1018,Beauty,285.33,0.15,242.53,5,Urban,273.05,131.9,19.6,0.1,0.85,11,120,122,103
10/11/2023,2,10,2023,0,0,1010,Electronics,382.83,0.43,218.21,3,Urban,376.45,147.7,8.4,4.5,0.82,3,59,166,125
11/13/2023,0,11,2023,0,0,1006,Electronics,72.57,0.39,44.27,19,Urban,70.45,127.5,22.1,7.5,0.89,9,50,236,152
10/31/2023,1,10,2023,0,0,1010,Electronics,118.19,0.47,62.64,13,Rural,118.78,198.8,13.5,7.8,0.94,6,42,104,168
5/27/2023,5,5,2023,1,0,1016,Beauty,441.84,0.12,388.82,12,Rural,450.65,58.2,12.5,0.2,0.45,7,21,289,66
1/4/2023,2,1,2023,0,0,1000,Grocery,14.96,0.29,10.62,3,Rural,15.16,123.7,29.2,11.8,0.66,11,11,487,134
2/4/2023,5,2,2023,1,0,1007,Electronics,377.6,0.14,324.74,6,Rural,389.24,63.7,-3,12.5,0.39,2,116,237,74
7/11/2023,1,7,2023,0,0,1005,Home,239.52,0.41,141.32,14,Urban,230.31,74,30.3,4.1,0.35,1,158,309,104
2/18/2023,5,2,2023,1,0,1017,Beauty,226.15,0,226.15,4,Urban,209.25,107.5,29.1,3.3,0.43,1,151,471,86
1/17/2023,1,1,2023,0,0,1005,Clothing,8.51,0.28,6.13,13,Urban,8.95,73.3,15.3,0.2,0.74,3,43,81,147
6/21/2023,2,6,2023,0,0,1004,Clothing,410.6,0.17,340.8,19,Rural,439.41,194.6,14.6,4.1,0.5,11,94,93,106
8/8/2023,1,8,2023,0,0,1012,Home,183.11,0.16,153.81,18,Rural,174.21,192,9.5,2.6,0.81,3,160,320,150
6/7/2023,2,6,2023,0,0,1018,Grocery,272.68,0.32,185.42,3,Urban,267.61,100.4,34.8,7.4,0.75,8,94,342,104
2/15/2023,2,2,2023,0,0,1007,Electronics,340.26,0.43,193.95,20,Rural,340.16,146,-0.6,2.6,0.02,7,59,284,113
1/6/2023,4,1,2023,0,0,1008,Beauty,352.8,0.3,246.96,6,Rural,355.15,130.1,18.6,5.8,0.63,10,151,296,94
4/9/2023,6,4,2023,1,0,1016,Electronics,478.21,0.43,272.58,16,Rural,493.46,172.3,22.3,0.5,0.44,8,115,360,97
8/21/2023,0,8,2023,0,0,1002,Beauty,268.01,0.13,233.17,20,Urban,243.44,144.1,32.4,0.7,0.46,1,55,318,105
2/6/2023,0,2,2023,0,0,1018,Clothing,202.86,0.26,150.12,3,Rural,211.85,50,26.2,0.8,0.82,4,127,415,108
10/7/2023,5,10,2023,1,0,1010,Electronics,477.08,0.23,367.35,12,Urban,435.29,164.5,20.8,0.2,0.55,8,14,65,102
12/15/2023,4,12,2023,0,0,1016,Home,322.84,0.01,319.61,19,Rural,320.79,162,-0.3,3.9,0.89,10,75,111,103
10/29/2023,6,10,2023,1,0,1018,Grocery,152.58,0.28,109.86,19,Rural,162.58,126.5,9.9,7.9,0.71,2,159,355,135
6/30/2023,4,6,2023,0,0,1001,Home,67.6,0.33,45.29,4,Urban,66.94,185.4,0.6,4.7,0.55,7,79,428,167
4/5/2023,2,4,2023,0,0,1007,Grocery,422.06,0.3,295.44,1,Rural,392.44,186.3,30.2,4.3,0.75,8,117,400,108
4/9/2023,6,4,2023,1,0,1018,Electronics,184.28,0.37,116.1,2,Rural,202.16,128.6,25,5.7,0.04,14,11,170,115
7/7/2023,4,7,2023,0,0,1006,Electronics,331.93,0.29,235.67,13,Urban,357.77,141.2,25.3,2.1,0.03,9,38,246,112
4/26/2023,2,4,2023,0,0,1016,Grocery,238.05,0.03,230.91,13,Urban,250.97,199.5,21.1,2.2,0.08,7,70,65,112
7/10/2023,0,7,2023,0,1,1005,Clothing,103.47,0.06,97.26,2,Urban,101.64,94.8,15.3,1.9,0.44,12,109,67,126
9/10/2023,6,9,2023,1,0,1018,Beauty,302.83,0.3,211.98,19,Rural,283.68,98.7,1,6.2,0.24,9,137,491,110
6/10/2023,5,6,2023,1,1,1005,Home,35.04,0.14,30.13,16,Rural,38.13,77.4,8.2,0.9,0.98,2,153,33,143
9/13/2023,2,9,2023,0,0,1001,Home,209.6,0.04,201.22,12,Urban,210.96,184.4,0.5,0.1,0.54,11,106,0,128
11/19/2023,6,11,2023,1,0,1005,Home,275.57,0.21,217.7,1,Urban,294.99,161.7,24,4.5,0.66,1,106,150,141
5/8/2023,0,5,2023,0,0,1004,Electronics,220.84,0.28,159,9,Urban,213.87,65.8,1.4,14.3,0.28,1,23,389,80
1/18/2023,2,1,2023,0,0,1018,Home,375.59,0.16,315.5,17,Urban,363.22,197.3,23.1,4.7,0.32,11,52,271,89
10/8/2023,6,10,2023,1,0,1019,Beauty,414.82,0.36,265.48,10,Urban,455.1,159.6,22.7,7.6,0.34,12,180,257,114
8/11/2023,4,8,2023,0,0,1003,Beauty,386.77,0.32,263,18,Urban,388.46,177.6,13.4,5.6,0.7,4,79,237,110
2/23/2023,3,2,2023,0,0,1016,Grocery,24.21,0.17,20.09,19,Urban,22.47,57.2,0.4,3.4,0.47,1,64,115,131
2/27/2023,0,2,2023,0,0,1010,Electronics,101.09,0.38,62.68,7,Urban,95.42,125.7,7.6,6.3,0.52,7,40,75,135
11/19/2023,6,11,2023,1,0,1003,Beauty,270.62,0.32,184.02,19,Rural,269.64,154.8,7.8,8.7,0.59,8,85,282,134
12/26/2023,1,12,2023,0,0,1012,Clothing,467.74,0.32,318.06,15,Rural,424.94,131.4,23,1.3,0.77,3,177,18,82
6/23/2023,4,6,2023,0,0,1019,Electronics,418.3,0.28,301.18,9,Rural,415.17,150,-0.5,2,0.09,14,164,283,92
10/7/2023,5,10,2023,1,0,1016,Electronics,422.05,0.01,417.83,10,Rural,415.21,172.7,28.2,1.3,0.78,1,61,34,83
4/24/2023,0,4,2023,0,0,1008,Beauty,155.09,0.35,100.81,20,Urban,163.75,106.2,25.4,3,0.56,3,137,370,130
10/15/2023,6,10,2023,1,0,1003,Clothing,217.58,0.19,176.24,20,Urban,211.27,177.3,2.5,10.8,0.67,2,16,490,159
12/8/2023,4,12,2023,0,0,1013,Grocery,238,0.47,126.14,4,Urban,260.97,74.4,23.8,2.1,0.33,6,183,323,95
5/31/2023,2,5,2023,0,0,1018,Beauty,82.9,0.41,48.91,6,Rural,77.61,90.6,21.7,2.3,0.41,11,109,304,122
5/7/2023,6,5,2023,1,1,1002,Clothing,20.38,0.29,14.47,4,Rural,20.75,56.5,24.9,9.8,0.23,7,170,240,122
6/4/2023,6,6,2023,1,0,1013,Electronics,473.72,0.13,412.14,5,Rural,434.85,104.7,2.6,3.6,0.98,9,145,6,76
9/30/2023,5,9,2023,1,0,1007,Clothing,124.15,0.1,111.74,9,Rural,129.96,107,1.3,3.8,0.5,5,142,36,101
4/14/2023,4,4,2023,0,0,1000,Electronics,123.77,0.17,102.73,12,Rural,136.02,170.8,4.5,9.9,1,4,70,370,151
10/26/2023,3,10,2023,0,0,1009,Beauty,46.27,0.24,35.17,8,Urban,49.22,148,9.6,3.4,0.49,1,113,152,144
9/3/2023,6,9,2023,1,0,1017,Beauty,464.61,0.15,394.92,5,Urban,469.79,115.5,26.7,5.7,0.22,11,197,244,62
6/25/2023,6,6,2023,1,0,1015,Home,291.97,0.26,216.06,11,Urban,291.08,147.8,24.5,0.4,0.51,14,161,249,119
2/8/2023,2,2,2023,0,0,1007,Home,335.18,0.08,308.37,11,Urban,357.64,57.9,32,1,0.04,6,16,114,60
6/19/2023,0,6,2023,0,1,1000,Home,456.23,0.49,232.68,13,Rural,496.01,77,-2.7,2.6,0.9,11,198,40,97
9/4/2023,0,9,2023,0,0,1011,Beauty,176.08,0.05,167.28,14,Urban,193.31,144,-4.5,3.4,0.82,8,92,336,115
1/26/2023,3,1,2023,0,0,1007,Grocery,312.65,0.47,165.7,8,Urban,306.18,146.2,23,16.9,0.73,4,104,61,122
12/21/2023,3,12,2023,0,0,1015,Beauty,24.21,0.46,13.07,18,Urban,26.59,166.1,6.2,17.6,0.61,1,173,168,156
11/2/2023,3,11,2023,0,0,1017,Clothing,97.45,0.26,72.11,19,Urban,90.74,110.4,8.4,9.5,0.58,14,36,141,135
1/13/2023,4,1,2023,0,0,1003,Beauty,416.47,0.36,266.54,12,Urban,395.94,158.4,16.9,1.9,1,14,133,484,104
11/12/2023,6,11,2023,1,0,1005,Beauty,384.55,0.22,299.95,12,Urban,352.94,152.6,-0.9,16.6,0.28,5,166,437,98
11/9/2023,3,11,2023,0,0,1011,Electronics,178.57,0.32,121.43,18,Urban,170.42,194.5,20.7,5.8,0.78,10,96,257,165
2/5/2023,6,2,2023,1,0,1008,Electronics,191.52,0.17,158.96,10,Rural,201.78,82.3,8,2.5,0.58,5,157,87,82
6/22/2023,3,6,2023,0,0,1014,Electronics,269.11,0.15,228.74,7,Urban,288.11,132.8,20.3,6,0.98,2,79,462,111
1/20/2023,4,1,2023,0,0,1015,Beauty,5.12,0.29,3.64,18,Rural,5.41,140.3,28.4,0.1,0.83,6,123,47,138
11/17/2023,4,11,2023,0,0,1011,Grocery,124.42,0.25,93.32,12,Rural,127.68,199.8,1.8,0.8,1,10,85,434,161
9/21/2023,3,9,2023,0,0,1013,Clothing,108.07,0.29,76.73,14,Rural,108.37,80.2,32.2,8.9,0.59,9,123,480,128
5/22/2023,0,5,2023,0,0,1012,Clothing,128.99,0.14,110.93,15,Rural,134.37,128.5,16.2,5.2,0.2,14,12,310,115
