Date,DayOfWeek,Month,Year,Is_Weekend,Is_Holiday,Product_ID,Category,Base_Price,Discount_Percentage,Current_Price,Store_ID,Store_Type,Competitor_Price,Footfall_Index,Avg_Temperature,Rainfall_mm,Social_Media_Sentiment,Lead_Time_Days,Safety_Stock_Level,Stock_On_Hand,Daily_Units_Sold,Festival_Name,Festival_Type,UPC_EAN,Product_Name,Sub_Category,Brand_Name,Brand_Tier,Shelf_Life_Days,No_of_Checkout_Counters,Avg_Billing_Time_min,Local_Population_Density,Product_Age_Days,No_of_Customer_Purchases,Unit_Cost,Promotional_Campaign_Flag,Competitor_Promotion_Flag,Google_Trends_Current_Wk,Google_Trends_Lag_1w,Shelf_Capacity,Promotion_Type,Marketing_Spend,Payday_Flag,School_Vacation_Flag,Local_Event_Flag,Launch_Date,Seasonal_Product_Flag,Online_Sales_Units,In_Store_Sales_Units,App_Traffic_Index,Website_Visits,Backorder_Flag,Supplier_Delay_Days,Fill_Rate_Pct,Loyalty_Program_Usage_Count,Repeat_Purchase_Rate,Avg_Basket_Size
08/06/2023,6,8,2023,1,0,1013,Beauty,402.59,0.01,398.56,13,Rural,379.82,172.0,9.9,3.7,0.5,14,78,152,87,,,6642929148227,Dove Fragrance 1013,Fragrance,Dove,Mid,527,6,3.6,705,416,67,305.05,N,N,84,31,34,None,689,0,0,0,06/16/2022,N,23,64,564,1191,N,2,88.1,24,0.16,1.3
02/13/2023,0,2,2023,0,0,1013,Grocery,283.13,0.26,209.52,7,Urban,258.51,176.7,13.4,12.1,0.13,10,92,338,113,,,5066512285191,Tata Beverages 1013,Beverages,Tata,Mid,39,8,7.3,11584,102,98,158.59,Y,N,50,84,91,Flash Sale,5602,0,0,0,11/03/2022,Y,26,87,584,1272,N,0,90.38,56,0.12,1.15
06/11/2023,6,6,2023,1,0,1017,Grocery,371.74,0.3,260.22,8,Urban,392.57,88.8,28.4,2.0,0.12,7,51,451,87,,,6864448578923,Nestle Spices 1017,Spices,Nestle,Mid,79,3,7.5,7119,1648,45,233.78,Y,Y,75,50,70,Seasonal Discount,5700,0,1,0,12/06/2018,N,32,55,626,1432,N,2,93.47,12,0.37,1.93
07/21/2023,4,7,2023,0,0,1019,Electronics,332.62,0.48,172.96,17,Rural,349.64,98.8,21.4,0.9,0.16,1,108,289,87,,,832733976485,Bose Computers 1019,Computers,Bose,Mid,1209,4,2.6,1279,1128,18,249.33,Y,N,92,75,74,BOGO,2202,0,0,0,06/18/2020,N,21,66,550,1137,N,4,98.65,8,0.21,4.83
09/27/2023,2,9,2023,0,0,1017,Beauty,180.99,0.29,128.5,17,Urban,192.34,85.4,-2.6,6.2,0.75,7,139,223,111,,,9755188027019,Lakme Makeup 1017,Makeup,Lakme,Mid,504,11,7.4,9278,1351,65,108.05,Y,N,11,92,104,Flash Sale,3932,0,0,0,01/15/2020,N,43,68,701,1727,N,1,94.66,29,0.37,1.71
12/17/2023,6,12,2023,1,0,1015,Grocery,405.38,0.24,308.09,16,Urban,365.21,186.3,33.3,3.9,0.71,13,37,472,96,,,9597694480687,Amul Grains 1015,Grains,Amul,Mid,46,3,2.2,9314,555,58,256.82,Y,Y,68,11,84,Flash Sale,4235,0,1,0,06/10/2022,N,30,66,612,1379,N,0,96.58,11,0.22,1.66
10/31/2023,1,10,2023,0,0,1000,Home,150.88,0.29,107.12,2,Urban,150.92,125.4,0.9,9.6,0.2,8,126,118,113,,,495872934000,Sleepwell Furniture 1000,Furniture,Sleepwell,Premium,1117,8,2.9,6891,1651,36,110.58,Y,N,89,68,29,BOGO,4872,1,0,0,04/24/2019,N,12,101,488,896,N,2,92.3,11,0.12,3.14
09/28/2023,3,9,2023,0,0,1010,Clothing,287.75,0.46,155.39,8,Urban,299.54,148.4,24.8,0.4,0.85,11,154,213,139,,,9907038161151,Zara Activewear 1010,Activewear,Zara,Premium,611,3,7.5,7119,300,45,192.09,Y,Y,37,89,84,BOGO,2808,0,0,0,12/02/2022,N,48,91,736,1861,N,2,89.12,15,0.32,3.09
08/03/2023,3,8,2023,0,0,1014,Clothing,373.97,0.41,220.64,17,Rural,348.2,112.3,20.4,9.3,0.28,13,79,52,84,,,2238210451428,FabIndia Winter wear 1014,Winter wear,FabIndia,Mid,1071,4,2.6,1279,1239,72,275.51,Y,N,11,37,80,Loyalty Only,5129,1,0,0,03/12/2020,Y,10,74,474,843,N,0,85.58,42,0.24,1.17
09/09/2023,5,9,2023,1,0,1011,Grocery,192.58,0.16,161.77,13,Urban,198.35,144.7,2.5,1.7,0.79,14,116,219,149,,,7435202863434,Tata Beverages 1011,Beverages,Tata,Premium,23,7,3.2,14233,1542,107,146.85,Y,Y,20,11,100,BOGO,3274,0,0,0,06/20/2019,Y,38,111,667,1593,N,3,86.3,39,0.14,1.39
07/09/2023,6,7,2023,1,0,1007,Beauty,154.87,0.12,136.29,18,Urban,141.99,107.9,1.8,5.3,0.49,2,132,438,130,,,7395325907962,Nivea Skincare 1007,Skincare,Nivea,Mid,637,13,2.6,5779,559,38,111.05,N,Y,14,20,28,None,763,0,0,0,12/27/2021,N,22,108,557,1164,N,0,91.78,19,0.24,3.42
10/23/2023,0,10,2023,0,0,1019,Grocery,232.38,0.13,202.17,10,Rural,217.57,101.0,29.8,0.2,0.73,4,78,242,109,,,764059675490,Ashirvad Beverages 1019,Beverages,Ashirvad,Budget,16,13,4.2,1104,784,27,142.21,N,Y,70,14,104,None,1656,0,0,0,08/30/2021,Y,37,72,660,1566,N,1,86.39,5,0.36,4.04
08/01/2023,1,8,2023,0,0,1005,Beauty,409.89,0.25,307.42,2,Rural,407.91,145.2,11.8,4.7,0.38,7,48,52,103,,,4610429189629,Nivea Fragrance 1005,Fragrance,Nivea,Premium,596,8,6.7,1688,1649,69,341.78,Y,N,79,70,90,Seasonal Discount,6269,1,0,0,01/25/2019,N,33,70,633,1459,N,0,91.72,35,0.3,1.49
07/27/2023,3,7,2023,0,0,1002,Home,465.31,0.37,293.15,2,Urban,479.6,138.7,21.2,6.3,0.35,1,144,401,88,,,660993912552,Ikea Kitchenware 1002,Kitchenware,Ikea,Premium,2154,8,2.9,6891,534,87,374.57,Y,N,27,79,68,BOGO,4211,0,0,0,02/08/2022,N,13,75,495,923,N,2,85.31,30,0.17,1.01
08/25/2023,4,8,2023,0,0,1012,Beauty,274.82,0.25,206.12,14,Urban,255.36,94.0,15.2,2.3,0.84,6,169,116,96,,,5741435015275,Nivea Makeup 1012,Makeup,Nivea,Mid,683,5,2.1,7326,499,35,227.13,Y,N,82,27,113,Loyalty Only,5146,0,0,0,04/13/2022,N,15,81,509,977,N,0,91.38,19,0.2,2.74
12/04/2023,0,12,2023,0,0,1012,Grocery,332.43,0.03,322.46,16,Rural,311.5,72.4,24.1,1.2,0.04,5,13,390,57,,,16104203210,Nestle Spices 1012,Spices,Nestle,Premium,7,9,2.8,1951,1330,25,246.16,N,Y,84,82,119,None,1082,1,1,0,04/13/2020,N,19,38,536,1084,N,3,89.05,12,0.3,2.28
02/22/2023,2,2,2023,0,0,1001,Home,452.12,0.36,289.36,7,Urban,425.39,105.3,14.2,3.9,0.97,11,158,446,75,,,7102851061712,Tupperware Bedding 1001,Bedding,Tupperware,Mid,2790,8,7.3,11584,616,61,235.52,Y,Y,59,84,61,Flash Sale,3221,0,0,0,06/16/2021,N,14,61,502,950,N,2,91.23,15,0.21,1.23
10/07/2023,5,10,2023,1,0,1004,Electronics,53.78,0.4,32.27,12,Rural,50.97,112.3,6.5,9.0,0.65,6,169,330,157,,,2506873456755,Sony Mobiles 1004,Mobiles,Sony,Premium,1119,5,7.8,1981,549,37,31.91,Y,N,32,59,71,Loyalty Only,2130,0,0,0,04/06/2022,N,22,135,557,1164,N,6,88.89,21,0.38,4.24
08/05/2023,5,8,2023,1,0,1016,Clothing,119.88,0.14,103.1,14,Rural,113.32,144.3,9.5,2.0,0.43,8,91,41,132,,,2699066886820,Levis Ethnic wear 1016,Ethnic wear,Levis,Budget,1302,11,7.6,1293,941,100,91.93,N,Y,79,32,55,None,853,1,0,0,01/06/2021,Y,29,103,605,1352,Y,3,98.64,31,0.37,1.32
09/09/2023,5,9,2023,1,0,1005,Grocery,355.91,0.33,238.46,4,Rural,348.45,187.2,29.4,1.5,0.63,11,106,394,118,,,9837527634092,Ashirvad Grains 1005,Grains,Ashirvad,Budget,18,6,6.0,1738,841,99,286.6,Y,N,79,79,53,Loyalty Only,3920,0,0,0,05/21/2021,N,45,73,715,1781,N,3,99.07,43,0.3,1.19
07/07/2023,4,7,2023,0,0,1001,Grocery,412.75,0.21,326.07,4,Urban,425.45,55.4,13.7,1.6,0.12,11,151,246,47,,,1996313736102,Tata Spices 1001,Spices,Tata,Budget,71,12,2.5,10210,1794,31,324.42,Y,Y,28,79,61,BOGO,3472,0,0,0,08/08/2018,N,13,34,495,923,N,0,93.34,11,0.27,1.52
02/10/2023,4,2,2023,0,0,1003,Grocery,429.23,0.44,240.37,18,Urban,423.91,86.5,3.5,14.9,0.51,1,79,392,88,,,1131674445030,Nestle Dairy 1003,Dairy,Nestle,Mid,48,13,2.6,5779,45,70,238.92,Y,Y,77,28,91,Flash Sale,3365,0,0,0,12/27/2022,N,9,79,467,816,N,2,91.87,25,0.14,1.26
06/06/2023,1,6,2023,0,0,1010,Home,210.48,0.42,122.08,3,Rural,222.1,79.1,32.4,2.2,0.99,3,55,290,120,,,5360161709121,Ikea Kitchenware 1010,Kitchenware,Ikea,Mid,2038,11,7.3,1637,496,113,160.63,Y,Y,30,77,22,BOGO,2167,0,1,0,01/26/2022,N,13,107,495,923,N,2,97.25,60,0.2,1.06
01/15/2023,6,1,2023,1,0,1007,Electronics,49.22,0.26,36.42,1,Urban,51.38,125.3,26.9,0.0,0.24,11,157,247,138,,,38164282014,Bose Audio 1007,Audio,Bose,Premium,1111,9,5.5,5995,1374,73,41.09,Y,Y,93,30,117,Flash Sale,5939,0,0,0,04/12/2019,N,38,100,667,1593,N,3,86.21,40,0.25,1.89
10/28/2023,5,10,2023,1,0,1011,Beauty,221.7,0.35,144.1,17,Urban,205.14,114.5,-2.8,7.6,0.72,13,195,100,123,,,6915580741113,Nivea Fragrance 1011,Fragrance,Nivea,Premium,408,11,7.4,9278,348,99,127.49,Y,Y,46,93,42,Flash Sale,6224,0,0,0,11/14/2022,N,39,84,674,1620,N,3,93.26,35,0.21,1.24
03/06/2023,0,3,2023,0,0,1007,Electronics,119.21,0.44,66.76,7,Urban,108.45,159.4,35.0,6.0,0.43,9,108,86,148,,,38164282014,Bose Audio 1007,Audio,Bose,Premium,1111,8,7.3,11584,1374,56,95.17,Y,Y,58,46,99,Loyalty Only,4935,0,0,0,06/01/2019,N,18,130,529,1057,N,3,95.91,15,0.2,2.64
12/11/2023,0,12,2023,0,0,1010,Home,149.14,0.25,111.85,16,Urban,160.41,86.4,22.8,0.7,0.65,12,89,352,105,,,5360161709121,Ikea Kitchenware 1010,Kitchenware,Ikea,Mid,2038,3,2.2,9314,496,104,75.9,Y,Y,13,58,108,BOGO,4001,0,1,0,08/02/2022,N,24,81,571,1218,N,1,92.07,21,0.16,1.01
11/23/2023,3,11,2023,0,0,1019,Grocery,387.27,0.16,325.31,5,Rural,354.73,139.2,1.4,21.0,0.2,8,57,448,82,,,764059675490,Ashirvad Beverages 1019,Beverages,Ashirvad,Budget,16,13,2.3,682,784,68,255.07,Y,Y,39,13,81,Seasonal Discount,2239,0,0,1,09/30/2021,Y,16,66,516,1003,N,2,99.05,23,0.15,1.21
01/09/2023,0,1,2023,0,0,1007,Clothing,42.39,0.38,26.28,19,Urban,39.41,182.6,4.5,4.7,0.47,4,16,83,155,,,3511793359086,FabIndia Formalwear 1007,Formalwear,FabIndia,Mid,1060,15,3.6,7003,1502,66,27.19,Y,N,87,39,118,Loyalty Only,2989,0,0,0,11/29/2018,N,51,104,756,1942,N,3,98.22,21,0.27,2.35
12/10/2023,6,12,2023,1,0,1007,Grocery,414.65,0.11,369.04,7,Rural,375.02,186.6,22.7,3.5,0.98,11,49,260,86,,,6534724436439,Tata Spices 1007,Spices,Tata,Mid,6,11,5.2,1046,1896,54,249.31,Y,N,23,87,39,Seasonal Discount,2685,0,1,0,10/01/2018,N,31,55,619,1406,N,0,97.98,11,0.28,1.59
05/09/2023,1,5,2023,0,0,1016,Beauty,216.7,0.19,175.53,14,Urban,222.26,193.8,26.2,2.4,0.2,14,68,220,116,,,9339246514525,L'oreal Haircare 1016,Haircare,L'oreal,Premium,399,5,2.1,7326,752,50,116.55,Y,Y,90,23,25,Seasonal Discount,2486,0,1,0,04/17/2021,N,25,91,577,1245,N,2,88.97,17,0.19,2.32
05/16/2023,1,5,2023,0,0,1019,Clothing,300.05,0.43,171.03,2,Urban,304.99,166.0,4.6,11.4,0.64,10,45,153,120,,,5162036505785,Zara Formalwear 1019,Formalwear,Zara,Budget,624,8,2.9,6891,335,114,212.51,Y,Y,11,90,91,Flash Sale,4375,0,1,0,06/15/2022,N,16,104,516,1003,N,1,88.67,59,0.13,1.05
03/04/2023,5,3,2023,1,0,1019,Grocery,49.38,0.36,31.6,3,Urban,54.19,185.9,5.3,1.4,0.58,9,181,50,182,,,764059675490,Ashirvad Beverages 1019,Beverages,Ashirvad,Budget,16,9,6.6,14271,784,131,41.87,Y,Y,12,11,57,BOGO,4758,1,0,0,01/09/2021,Y,46,136,722,1808,Y,3,91.8,60,0.24,1.39
05/19/2023,4,5,2023,0,0,1015,Clothing,171.99,0.2,137.59,17,Rural,185.3,85.2,7.3,1.7,0.57,7,117,37,113,,,5121255293176,FabIndia Activewear 1015,Activewear,FabIndia,Premium,1105,4,2.6,1279,173,46,143.16,Y,N,28,12,100,BOGO,6170,0,1,0,11/27/2022,N,16,97,516,1003,Y,3,93.78,18,0.15,2.46
03/22/2023,2,3,2023,0,0,1013,Electronics,49.4,0.11,43.97,16,Rural,48.52,79.6,18.9,0.7,0.62,2,40,258,130,,,2336836726970,Samsung Computers 1013,Computers,Samsung,Premium,1082,9,2.8,1951,305,85,40.65,N,Y,26,28,60,None,832,0,0,0,05/21/2022,N,50,80,749,1915,N,0,99.45,31,0.15,1.53
06/12/2023,0,6,2023,0,1,1010,Home,480.96,0.18,394.39,8,Urban,468.61,51.0,1.9,7.1,0.5,1,179,468,41,,,5360161709121,Ikea Kitchenware 1010,Kitchenware,Ikea,Mid,2038,3,7.5,7119,496,10,289.86,Y,Y,30,26,70,Flash Sale,2335,0,1,0,02/01/2022,N,13,28,495,923,N,3,92.9,4,0.18,4.1
10/16/2023,0,10,2023,0,0,1006,Grocery,404.59,0.14,347.95,18,Rural,388.15,156.0,-0.8,4.5,0.02,1,53,186,72,,,9655593773495,Ashirvad Spices 1006,Spices,Ashirvad,Budget,77,4,4.7,1754,268,53,287.69,N,N,93,30,85,None,1356,0,0,0,01/21/2023,N,7,65,454,762,N,3,95.53,19,0.21,1.36
09/18/2023,0,9,2023,0,0,1015,Beauty,232.52,0.09,211.59,15,Urban,216.36,190.6,22.2,4.7,0.9,13,180,12,121,,,1914986328580,Lakme Fragrance 1015,Fragrance,Lakme,Mid,702,6,5.9,12371,1988,98,153.59,N,Y,74,93,27,None,775,0,0,0,04/09/2018,N,17,104,522,1030,Y,1,88.87,31,0.24,1.23
08/19/2023,5,8,2023,1,0,1012,Electronics,115.68,0.37,72.88,7,Rural,107.31,78.0,26.2,1.2,0.83,3,52,222,127,,,8638690599897,Samsung Mobiles 1012,Mobiles,Samsung,Premium,1796,11,5.2,1046,1727,115,58.71,Y,Y,39,74,107,Flash Sale,2605,0,0,0,11/26/2018,N,37,90,660,1566,N,4,87.03,60,0.39,1.1
02/10/2023,4,2,2023,0,0,1014,Grocery,467.06,0.13,406.34,9,Rural,432.71,145.5,15.0,5.3,0.17,13,184,464,79,,,7766417546584,Nestle Grains 1014,Grains,Nestle,Budget,82,10,7.6,1191,1757,21,287.63,N,Y,89,39,44,None,1545,0,0,0,04/20/2018,N,25,54,577,1245,N,2,90.34,5,0.15,3.76
01/28/2023,5,1,2023,1,0,1015,Electronics,175.58,0.23,135.2,6,Rural,162.03,162.0,9.6,7.3,0.41,14,143,418,121,,,5094762337870,Sony Computers 1015,Computers,Sony,Mid,1196,8,4.8,1952,1759,88,111.36,Y,N,25,89,104,Loyalty Only,5697,0,0,0,04/05/2018,N,28,93,598,1325,N,6,89.79,22,0.33,1.38
05/15/2023,0,5,2023,0,0,1008,Beauty,84.69,0.19,68.6,18,Rural,80.29,189.1,12.3,2.2,0.77,10,102,86,152,,,5775484012877,L'oreal Haircare 1008,Haircare,L'oreal,Premium,504,4,4.7,1754,172,35,58.14,Y,N,62,25,106,Loyalty Only,2129,0,1,0,11/24/2022,N,30,122,612,1379,N,0,90.62,15,0.29,4.34
07/20/2023,3,7,2023,0,1,1002,Grocery,283.77,0.49,144.72,18,Urban,272.8,147.0,10.5,8.1,0.98,2,95,258,144,,,8148570840155,Nestle Beverages 1002,Beverages,Nestle,Premium,54,13,2.6,5779,228,115,158.8,Y,Y,52,62,20,Flash Sale,2221,0,0,0,12/04/2022,Y,20,124,543,1111,N,3,94.22,46,0.34,1.25
11/24/2023,4,11,2023,0,0,1018,Beauty,472.17,0.2,377.74,14,Urban,515.76,195.5,33.4,2.1,0.95,4,18,180,111,,,3008669382416,Lakme Skincare 1018,Skincare,Lakme,Premium,564,5,2.1,7326,1738,44,257.51,Y,N,29,52,39,Seasonal Discount,2011,0,0,0,02/20/2019,N,37,74,660,1566,N,1,98.72,16,0.22,2.52
09/25/2023,0,9,2023,0,1,1019,Clothing,6.9,0.04,6.62,14,Urban,7.01,101.7,25.7,7.1,0.9,14,20,310,139,,,5162036505785,Zara Formalwear 1019,Formalwear,Zara,Budget,624,5,2.1,7326,335,129,4.68,N,Y,40,29,78,None,1161,0,0,0,10/25/2022,N,18,121,529,1057,N,3,99.35,55,0.34,1.08
02/02/2023,3,2,2023,0,0,1004,Beauty,122.87,0.04,117.96,14,Urban,134.85,102.5,3.3,0.2,0.16,14,89,172,121,,,9314286931875,Lakme Fragrance 1004,Fragrance,Lakme,Budget,529,5,2.1,7326,366,121,85.72,N,N,77,40,60,None,1222,1,0,0,02/01/2022,N,19,102,536,1084,N,2,86.14,53,0.35,1.0
02/17/2023,4,2,2023,0,0,1009,Clothing,469.53,0.3,328.67,4,Rural,457.55,131.5,10.4,4.0,0.91,8,118,321,87,,,790826902237,Allen Solly Formalwear 1009,Formalwear,Allen Solly,Premium,1265,6,6.0,1738,205,79,313.71,Y,Y,91,77,98,Seasonal Discount,5241,0,0,0,07/27/2022,N,30,57,612,1379,N,3,98.02,44,0.24,1.1
03/03/2023,4,3,2023,0,0,1016,Grocery,89.69,0.3,62.78,4,Urban,88.93,107.5,16.8,17.5,0.88,5,127,194,125,,,8572879201082,Tata Spices 1016,Spices,Tata,Premium,10,12,2.5,10210,1127,96,69.89,Y,N,10,91,109,Flash Sale,2071,1,0,0,01/31/2020,N,26,99,584,1272,N,1,86.92,21,0.24,1.3
08/04/2023,4,8,2023,0,0,1014,Clothing,61.06,0.21,48.24,15,Rural,58.92,50.2,19.5,19.9,0.38,5,27,339,127,,,2238210451428,FabIndia Winter wear 1014,Winter wear,FabIndia,Mid,1071,13,3.1,1680,1239,30,44.86,Y,N,16,10,116,Flash Sale,4748,1,0,0,03/13/2020,Y,27,100,591,1298,N,3,94.33,15,0.19,4.23
10/20/2023,4,10,2023,0,0,1007,Grocery,287.24,0.22,224.05,15,Urban,269.02,159.8,13.7,1.7,0.39,6,162,495,111,,,6534724436439,Tata Spices 1007,Spices,Tata,Mid,6,6,5.9,12371,1896,98,156.07,Y,Y,24,16,80,Loyalty Only,4228,0,0,0,08/11/2018,N,39,72,674,1620,N,2,90.39,47,0.13,1.13
04/09/2023,6,4,2023,1,0,1014,Grocery,431.61,0.03,418.66,18,Urban,400.81,162.8,27.4,2.9,0.46,13,106,244,77,,,7766417546584,Nestle Grains 1014,Grains,Nestle,Budget,82,13,2.6,5779,1757,42,312.93,N,Y,41,24,59,None,1022,0,0,0,06/17/2018,N,24,53,571,1218,N,2,94.81,12,0.16,1.83
06/21/2023,2,6,2023,0,0,1013,Home,241.17,0.26,178.47,14,Rural,262.64,162.0,25.7,0.3,0.66,12,195,427,127,,,8394125838184,Sleepwell Furniture 1013,Furniture,Sleepwell,Mid,2850,11,7.6,1293,767,71,187.7,Y,Y,59,41,75,Seasonal Discount,4166,0,1,0,05/15/2021,N,30,97,612,1379,N,2,99.26,16,0.19,1.79
12/26/2023,1,12,2023,0,0,1019,Grocery,497.31,0.25,372.98,1,Urban,545.73,101.8,15.2,10.3,0.26,5,39,328,51,,,764059675490,Ashirvad Beverages 1019,Beverages,Ashirvad,Budget,16,9,5.5,5995,784,15,419.86,Y,Y,84,59,42,Loyalty Only,6651,0,1,0,11/02/2021,Y,12,39,488,896,N,3,91.46,5,0.35,3.4
08/02/2023,2,8,2023,0,0,1006,Clothing,341.19,0.07,317.31,10,Rural,310.14,128.3,29.2,4.2,0.02,5,124,367,69,,,3008747811724,FabIndia Formalwear 1006,Formalwear,FabIndia,Mid,1057,13,4.2,1104,1238,31,188.25,N,N,80,84,68,None,685,1,0,0,03/12/2020,N,9,60,467,816,N,3,89.49,12,0.22,2.23
02/04/2023,5,2,2023,1,0,1011,Home,41.67,0.05,39.59,20,Urban,38.76,104.0,25.0,2.4,0.14,14,10,195,145,,,241095574500,Philips Kitchenware 1011,Kitchenware,Philips,Premium,1911,9,5.7,8788,1530,50,29.69,N,Y,27,80,89,None,873,1,0,0,11/27/2018,N,28,117,598,1325,N,3,88.09,18,0.38,2.9
08/15/2023,1,8,2023,0,0,1016,Home,496.45,0.06,466.66,10,Rural,488.86,52.4,26.1,0.6,0.44,7,106,61,49,Independence Day,Mega Festive,4975301079524,Philips Kitchenware 1016,Kitchenware,Philips,Mid,2051,13,4.2,1104,1701,42,318.77,N,Y,35,27,50,None,8892,0,0,0,12/18/2018,N,6,43,447,735,N,3,97.77,14,0.17,1.17
04/11/2023,1,4,2023,0,0,1016,Grocery,206.91,0.05,196.56,10,Urban,193.93,134.4,33.3,14.7,0.28,6,122,24,95,,,8572879201082,Tata Spices 1016,Spices,Tata,Premium,10,7,3.6,13719,1127,77,156.53,N,N,41,35,81,None,1948,0,0,0,03/10/2020,N,25,70,577,1245,Y,3,87.4,25,0.23,1.23
05/11/2023,3,5,2023,0,0,1009,Beauty,147.26,0.3,103.08,2,Urban,143.25,68.6,5.7,3.8,0.76,13,88,51,111,,,7654427826707,Lakme Makeup 1009,Makeup,Lakme,Budget,567,8,2.9,6891,1014,95,78.53,Y,N,16,41,52,Seasonal Discount,5849,0,1,0,07/31/2020,N,40,71,681,1647,Y,1,86.51,28,0.11,1.17
09/14/2023,3,9,2023,0,0,1018,Beauty,281.15,0.1,253.04,8,Rural,260.29,62.0,5.7,1.7,0.11,13,38,49,70,,,3008669382416,Lakme Skincare 1018,Skincare,Lakme,Premium,564,11,6.0,1321,1738,65,158.38,N,N,60,16,94,None,988,0,0,0,12/11/2018,N,7,63,454,762,N,0,93.26,26,0.34,1.08
01/05/2023,3,1,2023,0,0,1013,Home,155.63,0.13,135.4,1,Rural,154.28,163.3,30.6,2.2,0.92,14,75,377,142,,,8394125838184,Sleepwell Furniture 1013,Furniture,Sleepwell,Mid,2850,8,4.6,1920,767,118,124.6,N,N,90,60,62,None,1124,1,0,0,11/29/2020,N,39,103,674,1620,N,0,95.23,33,0.13,1.2
08/06/2023,6,8,2023,1,0,1010,Grocery,47.8,0.09,43.5,1,Urban,45.62,51.4,25.9,1.6,0.9,10,190,384,120,,,9334869047916,Amul Dairy 1010,Dairy,Amul,Mid,31,9,5.5,5995,147,28,34.82,N,Y,68,90,74,None,1618,0,0,0,03/12/2023,N,25,95,577,1245,N,0,90.42,8,0.1,4.29
09/12/2023,1,9,2023,0,0,1001,Beauty,5.71,0.48,2.97,4,Urban,5.54,193.9,32.1,4.6,0.91,11,114,294,182,,,5985799842868,Lakme Skincare 1001,Skincare,Lakme,Budget,635,12,2.5,10210,731,174,4.53,Y,Y,85,68,42,Flash Sale,4377,0,0,0,09/11/2021,N,35,147,646,1513,N,3,94.2,58,0.33,1.05
12/25/2023,0,12,2023,0,0,1017,Grocery,227.54,0.43,129.7,7,Urban,209.08,127.3,-2.5,13.3,0.74,2,28,51,134,Christmas,Gifting Season,6864448578923,Nestle Spices 1017,Spices,Nestle,Mid,79,8,7.3,11584,1648,58,145.32,Y,Y,75,85,69,BOGO,3057,0,1,0,06/21/2019,N,50,84,749,1915,Y,1,92.34,33,0.15,2.31
10/10/2023,1,10,2023,0,0,1006,Grocery,419.25,0.12,368.94,9,Urban,413.22,197.5,20.1,9.7,0.11,13,75,331,96,,,9655593773495,Ashirvad Spices 1006,Spices,Ashirvad,Budget,77,3,6.8,6250,268,85,349.74,N,Y,46,75,79,None,927,0,0,0,01/15/2023,N,28,68,598,1325,N,0,86.57,32,0.29,1.13
07/26/2023,2,7,2023,0,0,1011,Home,288.3,0.16,242.17,16,Rural,316.16,58.7,0.8,3.1,0.44,1,121,39,85,,,241095574500,Philips Kitchenware 1011,Kitchenware,Philips,Premium,1911,9,2.8,1951,1530,56,168.86,Y,N,56,46,106,Seasonal Discount,1798,0,0,0,05/18/2019,N,8,77,461,789,Y,2,96.22,32,0.15,1.52
01/15/2023,6,1,2023,1,0,1001,Home,499.61,0.1,449.65,5,Rural,482.51,137.5,15.2,8.8,0.13,1,189,231,59,,,7102851061712,Tupperware Bedding 1001,Bedding,Tupperware,Mid,2790,13,2.3,682,616,33,315.91,Y,N,32,56,102,Loyalty Only,3955,0,0,0,05/09/2021,N,6,53,447,735,N,2,93.26,7,0.29,1.79
12/12/2023,1,12,2023,0,0,1019,Electronics,146.99,0.25,110.24,2,Urban,158.06,102.4,1.2,2.8,0.99,4,168,59,138,,,832733976485,Bose Computers 1019,Computers,Bose,Mid,1209,8,2.9,6891,1128,65,105.03,Y,Y,57,32,102,Flash Sale,5406,0,1,0,11/09/2020,N,40,98,681,1647,Y,5,92.0,25,0.23,2.12
02/11/2023,5,2,2023,1,1,1017,Beauty,143.83,0.01,142.39,11,Urban,153.7,176.5,0.1,1.5,0.33,2,69,215,141,,,9755188027019,Lakme Makeup 1017,Makeup,Lakme,Mid,504,6,4.4,6438,1351,66,81.28,N,Y,54,57,108,None,738,0,0,0,06/01/2019,N,23,118,564,1191,N,3,86.67,38,0.2,2.14
06/28/2023,2,6,2023,0,0,1005,Beauty,84.08,0.34,55.49,18,Rural,91.68,104.2,-4.5,20.5,0.59,6,126,456,117,,,4610429189629,Nivea Fragrance 1005,Fragrance,Nivea,Premium,596,4,4.7,1754,1649,62,55.45,Y,N,71,54,117,BOGO,4528,0,1,0,12/22/2018,N,34,83,639,1486,N,3,89.78,31,0.3,1.89
03/04/2023,5,3,2023,1,0,1009,Beauty,86.21,0.26,63.8,19,Urban,91.21,89.1,20.2,1.8,0.78,12,77,365,119,,,7654427826707,Lakme Makeup 1009,Makeup,Lakme,Budget,567,15,3.6,7003,1014,110,57.26,Y,N,66,71,108,Loyalty Only,5097,1,0,0,05/24/2020,N,37,82,660,1566,N,2,86.41,62,0.24,1.08
12/18/2023,0,12,2023,0,0,1019,Clothing,146.17,0.45,80.39,13,Rural,150.84,178.6,9.4,2.0,0.92,12,102,339,158,,,5162036505785,Zara Formalwear 1019,Formalwear,Zara,Budget,624,6,3.6,705,335,144,83.38,Y,N,13,66,95,Loyalty Only,6012,0,1,0,01/17/2023,N,56,102,791,2076,N,1,85.28,45,0.2,1.1
